id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"PtZnOH111-139","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.601468 eV",-7.60146771,"Formation / interface energy TBD","","387.497320 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 139; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.05/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-140","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.594747 eV",-7.5947469,"Formation / interface energy TBD","","387.504041 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 140; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.05","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-141","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.551891 eV",-7.55189076,"Formation / interface energy TBD","","387.546897 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 141; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.10/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-142","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-7.550594 eV",-7.55059396,"Formation / interface energy TBD","","43.235580 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 142; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/Zn3O2","poscars/5A_pattern.POSCAR"
"PtZnOH111-143","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.550528 eV",-7.55052773,"Formation / interface energy TBD","","387.548260 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 143; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.10","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-144","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.540113 eV",-7.54011269,"Formation / interface energy TBD","","387.558675 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 144; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.02","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-145","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.450749 eV",-7.45074864,"Formation / interface energy TBD","","387.648039 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 145; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-146","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.013992 eV",-7.01399207,"Formation / interface energy TBD","","388.084795 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 146; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.15/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-147","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.013088 eV",-7.01308841,"Formation / interface energy TBD","","388.085699 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 147; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.15","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-148","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-6.692879 eV",-6.69287945,"Formation / interface energy TBD","","388.405908 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 148; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-149","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-6.428427 eV",-6.42842724,"Formation / interface energy TBD","","44.357747 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 149; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.25/Pd","poscars/5A_pattern.POSCAR"
"Ni on Au111-2","Ni on Au111","NiOOH_root27_on_Au111_root28","Metal/oxide/hydroxide interface","NiOOH","Au","Au(111)","NiOOH_root27_on_Au111_root28","TBD","NiOOH on Au","Interface / registry TBD","vdW-DF, FM, U=5","-562.514972 eV",-562.5149716,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 2; original path: Ni_on_Au111/NiOOH_root27_on_Au111_root28/vdW-DF/FM/U5.0","poscars/NiOOH_root27_on_Au111_root28.POSCAR"
"Ni on Au111-3","Ni on Au111","NiO2_root28_on_Au111_root27","Metal/oxide/hydroxide interface","NiO2","Au","Au(111)","NiO2_root28_on_Au111_root27","TBD","NiO2 on Au","Interface / registry TBD","vdW-DF, FM, U=5","-427.983962 eV",-427.98396223,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 3; original path: Ni_on_Au111/NiO2_root28_on_Au111_root27/vdW-DF/FM/U5.0","poscars/NiO2_root28_on_Au111_root27.POSCAR"
"Ni on Au111-4","Ni on Au111","NiO2_root27_on_Au111_root28","Metal/oxide/hydroxide interface","NiO2","Au","Au(111)","NiO2_root27_on_Au111_root28","TBD","NiO2 on Au","Interface / registry TBD","vdW-DF, FM, U=5","-417.590669 eV",-417.59066943,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 4; original path: Ni_on_Au111/NiO2_root27_on_Au111_root28/vdW-DF/FM/U5.0","poscars/NiO2_root27_on_Au111_root28.POSCAR"
"Ni on Au111-5","Ni on Au111","NiOH_root27_on_Au111_root31","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root27_on_Au111_root31","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=4.5","-415.805935 eV",-415.80593475,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 5; original path: Ni_on_Au111/NiOH_root27_on_Au111_root31/vdW-DF/FM/U4.5","poscars/NiOH_root27_on_Au111_root31.POSCAR"
"Ni on Au111-6","Ni on Au111","NiOH_root27_on_Au111_root31","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root27_on_Au111_root31","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=5","-411.914715 eV",-411.91471466,"Formation / interface energy TBD","","3.891220 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 6; original path: Ni_on_Au111/NiOH_root27_on_Au111_root31/vdW-DF/FM/U5.0","poscars/NiOH_root27_on_Au111_root31.POSCAR"
"Ni on Au111-7","Ni on Au111","NiOH_4x4_on_Au111_root19","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_4x4_on_Au111_root19","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=4.5","-410.452543 eV",-410.45254321,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 7; original path: Ni_on_Au111/NiOH_4x4_on_Au111_root19/vdW-DF/FM/U4.5","poscars/NiOH_4x4_on_Au111_root19.POSCAR"
"Ni on Au111-8","Ni on Au111","NiOH_root28_on_Au111_root27","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root28_on_Au111_root27","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=4.5","-409.078091 eV",-409.07809076,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 8; original path: Ni_on_Au111/NiOH_root28_on_Au111_root27/vdW-DF/FM/U4.5","poscars/NiOH_root28_on_Au111_root27.POSCAR"
"Ni on Au111-9","Ni on Au111","NiOH_root27_on_Au111_root28","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root27_on_Au111_root28","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=4.5","-404.020250 eV",-404.02025027,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 9; original path: Ni_on_Au111/NiOH_root27_on_Au111_root28/vdW-DF/FM/U4.5","poscars/NiOH_root27_on_Au111_root28.POSCAR"
"Ni on Au111-10","Ni on Au111","NiOH_root27_on_Au111_root28","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root27_on_Au111_root28","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=5","-400.080117 eV",-400.08011711,"Formation / interface energy TBD","","3.940133 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 10; original path: Ni_on_Au111/NiOH_root27_on_Au111_root28/vdW-DF/FM/U5.0","poscars/NiOH_root27_on_Au111_root28.POSCAR"
"Ni on Au111-11","Ni on Au111","NiOH_root25_on_Au111_root28","Metal/oxide/hydroxide interface","NiOH","Au","Au(111)","NiOH_root25_on_Au111_root28","TBD","NiOH on Au","Interface / registry TBD","vdW-DF, FM, U=5","-379.589785 eV",-379.58978492,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 11; original path: Ni_on_Au111/NiOH_root25_on_Au111_root28/vdW-DF/FM/U5.0","poscars/NiOH_root25_on_Au111_root28.POSCAR"
"Ni on Au111-12","Ni on Au111","NiO2H2_root13_on_Au111_4x4","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root13_on_Au111_4x4","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, FM, U=5","-342.341617 eV",-342.34161745,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 12; original path: Ni_on_Au111/NiO2H2_root13_on_Au111_4x4/vdW-DF/FM/U5.0","poscars/NiO2H2_root13_on_Au111_4x4.POSCAR"
"Ni on Au111-13","Ni on Au111","NiO2H2_root13_on_Au111_4x4","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root13_on_Au111_4x4","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, FM, U=5.7","-342.341617 eV",-342.34161745,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 13; original path: Ni_on_Au111/NiO2H2_root13_on_Au111_4x4/vdW-DF/FM/U5.7","poscars/NiO2H2_root13_on_Au111_4x4.POSCAR"
"Ni on Au111-14","Ni on Au111","NiO2H2_root12_on_Au111_root13","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root12_on_Au111_root13","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, AFM","-327.336377 eV",-327.33637701,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 14; original path: Ni_on_Au111/NiO2H2_root12_on_Au111_root13/vdW-DF/AFM/U0.0","poscars/NiO2H2_root12_on_Au111_root13.POSCAR"
"Ni on Au111-15","Ni on Au111","NiO2H2_root12_on_Au111_root13","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root12_on_Au111_root13","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, FM","-327.144024 eV",-327.14402405,"Formation / interface energy TBD","","0.192353 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 15; original path: Ni_on_Au111/NiO2H2_root12_on_Au111_root13/vdW-DF/FM/U0.0","poscars/NiO2H2_root12_on_Au111_root13.POSCAR"
"Ni on Au111-16","Ni on Au111","NiO2H2_root12_on_Au111_root13","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root12_on_Au111_root13","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, AFM, U=5","-311.897477 eV",-311.89747724,"Formation / interface energy TBD","","15.438900 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 16; original path: Ni_on_Au111/NiO2H2_root12_on_Au111_root13/vdW-DF/AFM/U5.0","poscars/NiO2H2_root12_on_Au111_root13.POSCAR"
"Ni on Au111-17","Ni on Au111","NiO2H2_root12_on_Au111_root13","Metal/oxide/hydroxide interface","NiO2H2","Au","Au(111)","NiO2H2_root12_on_Au111_root13","TBD","NiO2H2 on Au","Interface / registry TBD","vdW-DF, FM, U=5","-311.869873 eV",-311.86987293,"Formation / interface energy TBD","","15.466504 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Au111","Imported from Excel row 17; original path: Ni_on_Au111/NiO2H2_root12_on_Au111_root13/vdW-DF/FM/U5.0","poscars/NiO2H2_root12_on_Au111_root13.POSCAR"
